,budget deficit,healthcare,campaign contributions,rich people,debt clock,apple stock,community bank,health care reform,most expensive,cost of healthcare,beyonce net worth,procter and gamble stock,debt,senate race,economic crisis,inflation rate,financial crisis,great depression,health care,lay off,debt ratio,target,buy out,layoff,bargain hunt,the depression,election race,celebrity net worth,community news,liberal,bill gates net worth,profit margin,gold news,current events,unique thrift,medicare,prosportsdaily,iran,national debt,bankruptcy,rupaul,best buy,unique,social security,black booty,layoffs,donald trump net worth,best buy stock,great,len,fortune 500,fec,thrift store,affluenza,laid off,the associated press,greece,berkshire hathaway,obamacare,during the great depression,depression,stocks,capitalism,forbes list,best buy best buy,forbes,the guide,expense report,extortion,amazon fire,the recession,the great depression,gold standard,margin,habits,political contributions,the profit,gold stock price,the hole,gdp,associated press,craigslist,us debt,dow,revenue,revenue profit,corruption,berkshire hathaway stock,obama,obama care,procter and gamble,kardashian,berkeley county,neil patrick harris,unique thrift store,jim cramer,trump net worth,bill gates,the richest,civil rights act of 1964,walmart,jackson hole,1929,community first,forward,economic calendar,berkeley electric,us national debt,buzzfeed,net,citizens united,private equity,ebitda,net profit,thrift,economy,kate,conservative,layed,hostage crisis,fat,gross profit,national security,tsp,massachusetts,political party,gold stock,budget,gun control,cost stock,deficit us,expenses,recession,net worth,contributions,trump security,profit,great recession,healthcare cost,health care cost,procter gamble stock,ebit,political quiz,the gift,unique store,best buy news,stocks to buy,stock market,2008 financial crisis,bums,gold price,bitcoin price
1,-0.125,0.5,0.8333333333333334,2.5,0.8888888888888888,0.3333333333333333,1.6,0.0,-0.11363636363636363,0.0,-0.14285714285714285,-0.14285714285714285,0.8461538461538461,-0.5,-0.125,-1.0,0.7692307692307693,1.4285714285714286,0.5,-0.4375,0.0,0.0,0.0,-0.16666666666666666,-0.3409090909090909,1.0,0.0,-0.17,0.4838709677419355,0.5263157894736842,-0.24324324324324326,-0.09090909090909091,0.15625,0.4,-0.6794871794871795,0.125,-0.11904761904761904,0.75,5.0,-0.15384615384615385,0.13333333333333333,-0.18292682926829268,-0.3114754098360656,-0.2608695652173913,-1.0,0.0,-0.3333333333333333,-1.0,-0.11428571428571428,1.75,1.5,0.0,-0.18309859154929578,-0.1,-1.0,-1.0,0.05263157894736842,0.2,7.0,1.8,-0.05,0.14814814814814814,1.7777777777777777,0.05263157894736842,0.16666666666666666,0.225,-0.40625,0.75,3.0,-0.37362637362637363,-0.5294117647058824,0.9,-0.15,3.2,-0.5483870967741935,-0.11538461538461539,2.5789473684210527,0.0,0.75,-0.20689655172413793,0.058823529411764705,0.16216216216216217,1.2307692307692308,2.5,0.5,-0.10344827586206896,0.7714285714285715,2.25,-0.14285714285714285,0.3333333333333333,-0.1,0.14285714285714285,0.41935483870967744,0.4444444444444444,-0.2641509433962264,0.0,0.0,-0.3548387096774194,0.14814814814814814,-0.125,0.017543859649122806,-0.3793103448275862,0.0,0.34375,-0.23076923076923078,0.0,0.0,-0.2,0.0,-0.12162162162162163,2.6,-0.14285714285714285,-0.125,0.0,-0.49,0.14285714285714285,-0.03225806451612903,0.05555555555555555,-1.0,0.0,0.16176470588235295,0.0,-1.0,-0.24444444444444444,-0.05263157894736842,0.14285714285714285,2.6666666666666665,0.0,0.2857142857142857,0.0,-0.7058823529411765,0.26666666666666666,-0.05714285714285714,-0.125,1.1428571428571428,0.7,0.6842105263157895,0.32,-0.125,0.0,-0.15384615384615385,-1.0,-0.1,-1.0,-0.44,-0.5581395348837209,-0.1388888888888889,1.625,-0.125,0.3125,2.0,0.0
2,-0.6785714285714286,0.5555555555555556,0.9090909090909091,-0.7714285714285715,0.0,1.75,-0.6923076923076923,0.0,-0.3076923076923077,0.0,-0.2222222222222222,0.0,0.375,0.0,0.8571428571428571,0.0,-0.5217391304347826,0.9411764705882353,0.6666666666666666,-0.5555555555555556,1.9,-0.2777777777777778,0.4117647058823529,0.6,-0.20689655172413793,0.8888888888888888,0.0,-0.07228915662650602,0.10869565217391304,0.034482758620689655,0.17857142857142858,-0.1,0.1891891891891892,1.9285714285714286,-0.64,1.1111111111111112,-0.08108108108108109,-0.2857142857142857,1.0,1.8181818181818181,0.11764705882352941,-0.373134328358209,-0.6666666666666666,0.8235294117647058,0.0,0.0,0.0,0.0,0.6451612903225806,0.22727272727272727,2.1,-1.0,-0.6379310344827587,0.8888888888888888,0.0,0.0,0.2,1.3333333333333333,0.75,0.5714285714285714,0.9473684210526315,0.7419354838709677,1.12,0.75,-0.30357142857142855,0.8367346938775511,0.8421052631578947,1.3428571428571427,-0.875,-0.43859649122807015,2.5,0.7368421052631579,-0.5294117647058824,0.6666666666666666,1.7142857142857142,-0.08695652173913043,-0.8823529411764706,0.5161290322580645,-0.07142857142857142,0.6086956521739131,0.1111111111111111,-0.023255813953488372,-0.13793103448275862,1.6428571428571428,0.3055555555555556,-0.5384615384615384,0.532258064516129,0.6153846153846154,0.0,0.08333333333333333,3.5555555555555554,-0.125,0.045454545454545456,-0.5384615384615384,-0.4358974358974359,-1.0,-0.09090909090909091,0.225,-0.2903225806451613,-0.14285714285714285,0.0,-0.4444444444444444,0.45454545454545453,-0.3953488372093023,0.5666666666666667,0.8333333333333334,4.3,3.0,0.0,-0.13846153846153847,0.16666666666666666,1.8333333333333333,3.2142857142857144,-0.625,-0.0196078431372549,0.0625,-0.26666666666666666,0.3157894736842105,0.0,-0.5263157894736842,-0.25316455696202533,0.3684210526315789,0.0,0.47058823529411764,-0.3333333333333333,0.8125,-0.09090909090909091,1.5,-0.2222222222222222,1.3529411764705883,0.8,-0.3684210526315789,0.5454545454545454,-0.09523809523809523,-0.06666666666666667,-0.058823529411764705,0.0,-0.06060606060606061,1.7142857142857142,0.0,4.636363636363637,0.0,-0.1111111111111111,0.0,-0.7321428571428571,-0.05263157894736842,0.8709677419354839,-0.11904761904761904,-0.07142857142857142,-0.38095238095238093,0.0625,-0.06666666666666667
3,3.888888888888889,0.21428571428571427,-0.5238095238095238,4.0,0.029411764705882353,0.0,5.0,2.5,0.0,-1.0,0.42857142857142855,-1.0,0.3939393939393939,0.0,-0.5,0.0,3.0,0.3333333333333333,0.2,2.25,0.3448275862068966,0.23076923076923078,-0.3333333333333333,1.5,-0.21739130434782608,0.6176470588235294,-0.4,-0.14285714285714285,-0.8235294117647058,0.5,-0.3333333333333333,1.0,0.20454545454545456,-0.04878048780487805,1.0,0.9473684210526315,-0.3235294117647059,0.4,0.3333333333333333,0.0,-0.2631578947368421,-0.047619047619047616,0.2857142857142857,0.3225806451612903,0.5294117647058824,0.0,0.2,-0.4888888888888889,0.09803921568627451,-0.7407407407407407,-0.22580645161290322,0.0,-0.19047619047619047,-0.5294117647058824,0.125,-1.0,0.7916666666666666,-0.35714285714285715,0.7142857142857143,0.5909090909090909,0.16216216216216217,0.5185185185185185,-0.1320754716981132,-0.08571428571428572,0.41025641025641024,0.1111111111111111,0.4857142857142857,-0.3902439024390244,5.0,0.34375,0.5357142857142857,0.24242424242424243,3.0,-0.11428571428571428,0.34210526315789475,1.0476190476190477,5.0,0.8297872340425532,-0.5,0.5945945945945946,-0.2,-0.011904761904761904,0.12,-0.08108108108108109,0.14893617021276595,3.0,-0.3894736842105263,-0.2857142857142857,0.16666666666666666,0.38461538461538464,-1.0,0.0,0.10869565217391304,1.0,0.3181818181818182,0.0,-0.1,-0.12244897959183673,0.5909090909090909,2.1666666666666665,0.05172413793103448,2.4,1.0,0.038461538461538464,-0.40425531914893614,2.5454545454545454,-0.1509433962264151,0.25,0.0,0.0,0.0,0.0,0.01694915254237288,0.0,-0.06,0.23529411764705882,0.0,0.0,-0.3888888888888889,0.0,-0.05084745762711865,-0.6538461538461539,-1.0,0.56,0.25,0.3448275862068966,0.5333333333333333,0.2,1.2142857142857142,-0.6,0.0,1.0,-0.27450980392156865,-0.017543859649122806,-0.14285714285714285,-0.5,-0.453125,-0.3225806451612903,-1.0,1.0714285714285714,-0.8387096774193549,2.0,0.5625,-0.625,-0.5333333333333333,1.0,-0.15517241379310345,-0.05405405405405406,0.0,-0.5,0.0,1.0
4,-0.38636363636363635,-0.11764705882352941,-0.5,-0.2,0.2571428571428571,0.0,-0.3333333333333333,-1.0,0.0,0.0,-0.2,0.0,0.08695652173913043,0.0,1.5384615384615385,0.6363636363636364,-0.5,0.5909090909090909,0.16666666666666666,0.0,0.48717948717948717,0.0,-0.5,-0.1,0.5,-0.10909090909090909,0.6666666666666666,0.18181818181818182,3.7777777777777777,-0.044444444444444446,0.13636363636363635,-0.5,0.33962264150943394,0.48717948717948717,-0.2222222222222222,0.35135135135135137,0.0,-0.14285714285714285,0.5625,-0.16129032258064516,0.0,0.75,1.0,0.36585365853658536,-0.6730769230769231,1.0,-0.16666666666666666,-0.5217391304347826,-0.017857142857142856,6.714285714285714,0.375,-0.4,0.9411764705882353,1.125,0.0,0.0,-0.20930232558139536,0.4444444444444444,0.125,0.0,0.4883720930232558,-0.3780487804878049,-0.5,-0.53125,0.5272727272727272,-0.36,0.34615384615384615,-0.84,-1.0,0.23255813953488372,-0.16279069767441862,-0.0975609756097561,0.5,1.5483870967741935,0.2549019607843137,-0.7441860465116279,-0.5,0.11627906976744186,1.0769230769230769,-0.06779661016949153,0.5625,0.03614457831325301,0.4642857142857143,0.058823529411764705,0.09259259259259259,-0.5,-0.43103448275862066,0.4,0.0,1.1666666666666667,0.0,0.0,0.09803921568627451,-0.3333333333333333,-0.2413793103448276,0.6046511627906976,0.3333333333333333,-0.06976744186046512,-0.17142857142857143,-0.6842105263157895,0.14754098360655737,-0.5,0.0,0.9629629629629629,0.8571428571428571,0.0,-0.6,0.6,1.0,-0.08928571428571429,-0.5714285714285714,0.38235294117647056,-0.5,1.5,0.2765957446808511,-0.047619047619047616,0.36363636363636365,0.4,-0.3333333333333333,1.0,0.23214285714285715,3.888888888888889,0.0,-0.47435897435897434,0.3333333333333333,0.10256410256410256,0.17391304347826086,0.16666666666666666,0.0967741935483871,1.0625,0.0,0.5,0.16216216216216217,-0.07142857142857142,-0.5,-0.375,0.4857142857142857,0.0,0.0,-0.4827586206896552,2.1,0.0,2.04,2.6666666666666665,2.2857142857142856,0.0,-0.3877551020408163,0.34285714285714286,3.0,3.076923076923077,0.13725490196078433,0.5
5,0.6666666666666666,-0.06666666666666667,0.0,0.8125,-0.20454545454545456,-0.13636363636363635,1.03125,0.0,0.037037037037037035,-1.0,-0.125,0.0,-0.28,1.0,-0.803030303030303,-0.7962962962962963,0.2727272727272727,-0.18571428571428572,-0.14285714285714285,0.0,-0.6551724137931034,0.125,2.0625,0.1111111111111111,-0.2962962962962963,0.14285714285714285,0.0,-0.24358974358974358,-0.7906976744186046,-0.13953488372093023,-0.02,5.222222222222222,-0.49295774647887325,0.3275862068965517,0.35714285714285715,-0.56,0.5217391304347826,0.3333333333333333,-0.44,0.4230769230769231,0.2857142857142857,0.02857142857142857,0.027777777777777776,-0.42857142857142855,2.1176470588235294,0.0,-0.2,3.272727272727273,0.05454545454545454,-0.48148148148148145,-0.030303030303030304,-1.0,-0.48484848484848486,-1.0,0.1111111111111111,3.090909090909091,0.029411764705882353,-0.23076923076923078,-0.037037037037037035,-0.11428571428571428,-0.234375,0.45098039215686275,0.043478260869565216,-0.06666666666666667,0.023809523809523808,-0.203125,-0.37142857142857144,0.0,0.0,-0.7924528301886793,0.2222222222222222,0.35135135135135137,-0.8333333333333334,-0.4430379746835443,0.015625,3.0,-0.3333333333333333,-0.3854166666666667,0.0,-0.41818181818181815,0.4,0.011627906976744186,0.024390243902439025,0.25,0.11864406779661017,0.5416666666666666,0.6666666666666666,0.47619047619047616,0.2857142857142857,-0.41025641025641024,0.024390243902439025,-0.14285714285714285,0.39285714285714285,-0.125,0.36363636363636365,-0.37681159420289856,-0.08333333333333333,0.075,0.0,1.1666666666666667,0.2,0.23529411764705882,-0.5,-0.22641509433962265,-0.057692307692307696,-0.2692307692307692,0.5,-0.375,0.0,0.0,0.4444444444444444,-0.7446808510638298,-0.26666666666666666,-0.17777777777777778,-0.6166666666666667,0.125,-0.1,-0.2,1.0,-1.0,0.21739130434782608,-0.5909090909090909,-1.0,0.6097560975609756,0.85,0.06976744186046512,-0.12962962962962962,-0.42857142857142855,-0.23529411764705882,-0.7575757575757576,3.3333333333333335,0.3611111111111111,0.3488372093023256,-0.019230769230769232,2.1666666666666665,0.0,-0.019230769230769232,0.0,-0.8823529411764706,0.4666666666666667,0.03225806451612903,-0.2916666666666667,-0.32894736842105265,-0.2727272727272727,0.0,1.5277777777777777,0.3333333333333333,0.0,-0.5,-0.49056603773584906,0.13793103448275862,-0.5
6,-1.0,-0.5,-1.0,-0.5172413793103449,-0.5142857142857142,-0.5263157894736842,-0.8615384615384616,1.0,0.4642857142857143,0.0,0.14285714285714285,0.125,-0.1388888888888889,0.0,0.15384615384615385,1.2727272727272727,0.14285714285714285,-0.7017543859649122,-0.3333333333333333,-0.23076923076923078,1.2,0.05555555555555555,-1.0,-0.15,0.3684210526315789,-0.6607142857142857,-0.4,0.1864406779661017,0.1111111111111111,0.13513513513513514,-0.32653061224489793,-0.625,0.1388888888888889,-0.8311688311688312,0.3684210526315789,-0.3181818181818182,-1.0,0.0,-0.14285714285714285,-0.5135135135135135,-0.05555555555555555,0.3888888888888889,-0.10810810810810811,-0.21875,0.11320754716981132,-0.5,0.25,-1.0,-0.20689655172413793,0.10714285714285714,-0.59375,0.0,-1.0,0.0,-0.6,-0.4444444444444444,0.4,0.4,-0.6153846153846154,-0.6774193548387096,-0.673469387755102,-0.5,0.4583333333333333,0.5714285714285714,0.06976744186046512,0.0,0.36363636363636365,0.125,0.5,3.3636363636363638,-0.8181818181818182,-0.6,0.125,-0.5,-0.7692307692307693,-1.0,-0.4375,-1.0,-0.4444444444444444,-0.21875,-0.5428571428571428,-0.011494252873563218,-0.40476190476190477,-0.7333333333333333,-0.3939393939393939,-0.6216216216216216,-0.14545454545454545,-0.6774193548387096,0.3333333333333333,-0.34782608695652173,-0.5476190476190477,0.16666666666666666,-0.6282051282051282,0.7142857142857143,0.1,-0.023255813953488372,-0.18181818181818182,-0.18604651162790697,0.034482758620689655,0.6923076923076923,-0.08333333333333333,0.47619047619047616,0.875,-1.0,-0.2653061224489796,-0.7719298245614035,0.1111111111111111,0.15,-0.5,0.0196078431372549,-0.23076923076923078,0.08333333333333333,-0.5454545454545454,0.3783783783783784,-0.21739130434782608,-0.5111111111111111,-0.037037037037037035,0.10714285714285714,-1.0,0.0,0.0,0.1111111111111111,0.0,-0.5303030303030303,0.08108108108108109,-0.45652173913043476,-0.6382978723404256,-0.25,-0.5769230769230769,1.375,-0.5897435897435898,-0.7142857142857143,-0.3793103448275862,-0.0196078431372549,-0.5263157894736842,-0.4,-0.3137254901960784,-0.42857142857142855,0.16666666666666666,-0.22727272727272727,-1.0,-0.47058823529411764,0.13725490196078433,-0.25,-1.0,-0.10989010989010989,0.15,-0.48936170212765956,-1.0,0.6666666666666666,-0.5606060606060606,-0.47619047619047616
7,0.0,0.0,0.0,0.9642857142857143,-1.0,-0.3333333333333333,0.0,-0.5,0.24390243902439024,0.0,-0.125,-1.0,0.06451612903225806,0.0,-1.0,0.48,-0.40625,0.23529411764705882,-0.25,0.0,0.0,0.05263157894736842,0.0,-0.11764705882352941,0.19230769230769232,0.0,1.0,-0.14285714285714285,2.9,-0.16666666666666666,0.7878787878787878,-0.5238095238095238,-0.5121951219512195,0.3076923076923077,-0.6153846153846154,0.13333333333333333,0.0,1.25,-0.16666666666666666,-0.3333333333333333,0.11764705882352941,-0.29,-0.5151515151515151,0.0,-0.6610169491525424,0.0,0.0,0.0,-0.15217391304347827,0.967741935483871,0.46153846153846156,0.0,0.0,-0.5,0.0,-0.52,0.4897959183673469,-0.35714285714285715,-0.1,1.0,0.5,-0.13513513513513514,-0.5142857142857142,-0.4090909090909091,-0.22826086956521738,-0.29411764705882354,0.15,-1.0,-1.0,-0.25,0.0,-0.1,2.0,0.0,1.4,0.0,1.0,0.0,0.0,-0.12,-0.125,0.05813953488372093,-0.16,-0.5833333333333334,-0.375,-1.0,-0.5957446808510638,0.7,-0.25,-0.4666666666666667,0.47368421052631576,-0.14285714285714285,0.20689655172413793,0.16666666666666666,-0.7575757575757576,-1.0,0.2222222222222222,0.4857142857142857,0.23333333333333334,-0.6818181818181818,-0.3116883116883117,-0.6451612903225806,0.0,0.0,-0.1111111111111111,0.0,-0.3333333333333333,-0.782608695652174,-1.0,0.11538461538461539,0.5,-1.0,1.4,-1.0,0.3888888888888889,0.3181818181818182,0.15384615384615385,-0.1935483870967742,0.0,0.0,-0.30952380952380953,0.0,0.0,-0.3225806451612903,0.175,0.52,1.5294117647058822,0.0,1.1818181818181819,0.9473684210526315,-0.6875,0.42857142857142855,-0.4722222222222222,0.2,0.7777777777777778,3.0,0.2857142857142857,-1.0,0.0,0.0,0.0,1.0,-0.5172413793103449,-0.5,0.0,-0.7530864197530864,-0.5217391304347826,-0.2916666666666667,0.0,-0.3333333333333333,0.0,0.6363636363636364
8,0.25,1.1428571428571428,0.0,-0.01818181818181818,0.0,2.6666666666666665,2.3333333333333335,2.0,-0.49019607843137253,-0.15384615384615385,-0.14285714285714285,0.0,0.06060606060606061,-0.5,0.0,-0.7297297297297297,0.6842105263157895,1.7142857142857142,1.0,1.1,-0.5909090909090909,-0.1,0.0,-0.06666666666666667,-0.03225806451612903,1.0,-0.16666666666666666,0.36666666666666664,0.05128205128205128,0.22857142857142856,-0.3559322033898305,-1.0,2.0,1.9411764705882353,1.6,-0.058823529411764705,0.1282051282051282,-0.16666666666666666,0.7,2.3333333333333335,-0.3684210526315789,-0.18309859154929578,1.125,0.56,-0.2,0.0,0.3,-1.0,0.2564102564102564,-0.7868852459016393,0.7894736842105263,0.7,3.8,0.2631578947368421,1.25,-0.08333333333333333,-0.5616438356164384,0.7777777777777778,0.8888888888888888,0.45,1.25,0.625,1.1764705882352942,0.5384615384615384,-0.15492957746478872,0.1111111111111111,-0.5217391304347826,0.0,0.0,-0.4444444444444444,5.0,1.0,-0.14814814814814814,1.4090909090909092,0.3611111111111111,-0.16666666666666666,-0.16666666666666666,-0.5909090909090909,0.6666666666666666,0.36363636363636365,0.42857142857142855,-0.13186813186813187,0.8571428571428571,5.2,1.28,0.0,1.6842105263157894,0.17647058823529413,-0.1111111111111111,0.875,-0.42857142857142855,0.16666666666666666,0.5428571428571428,-0.07142857142857142,4.25,0.0,0.2727272727272727,-0.3269230769230769,-0.10810810810810811,-0.14285714285714285,0.05660377358490566,1.6363636363636365,0.16666666666666666,-1.0,0.4375,1.4615384615384615,0.3,5.2,0.0,-0.15517241379310345,0.06666666666666667,0.0,1.375,0.0,0.32,0.41379310344827586,-0.16666666666666666,0.36,-0.16,-1.0,-0.10344827586206896,0.7,1.25,1.2857142857142858,-0.40425531914893614,0.5526315789473685,0.023255813953488372,1.0,-0.3333333333333333,-0.3783783783783784,-0.2,-0.45,2.0,-0.2,-0.25,0.25,0.28888888888888886,0.0,2.4285714285714284,0.23529411764705882,-0.14285714285714285,0.2777777777777778,0.14285714285714285,1.6666666666666667,-0.35294117647058826,-0.15,-0.13636363636363635,1.2941176470588236,-0.15254237288135594,-1.0,0.6896551724137931,-0.8888888888888888
9,0.36,0.06666666666666667,-0.6666666666666666,-0.42592592592592593,0.5483870967741935,0.0,-0.7333333333333333,-0.6666666666666666,0.34615384615384615,3.090909090909091,-0.16666666666666666,0.0,0.11428571428571428,1.0,0.0,3.2,-0.34375,0.10526315789473684,0.3333333333333333,-0.8095238095238095,0.5555555555555556,-0.2777777777777778,-1.0,0.14285714285714285,-0.5666666666666667,0.15789473684210525,-0.6,-0.47560975609756095,1.1951219512195121,0.046511627906976744,0.15789473684210525,0.0,0.26666666666666666,0.08,-0.3076923076923077,0.6875,0.25,-0.3333333333333333,0.4117647058823529,0.25,-0.16666666666666666,0.2413793103448276,-0.5882352941176471,-0.5384615384615384,0.0625,1.0,0.07692307692307693,0.0,0.3469387755102041,2.0,0.35294117647058826,0.0,-0.5,0.0,0.0,0.9090909090909091,0.5625,-0.3125,0.4117647058823529,0.3103448275862069,0.09259259259259259,0.019230769230769232,0.3783783783783784,-0.2,0.21666666666666667,0.075,0.7575757575757576,0.75,5.0,1.55,-0.4375,0.5555555555555556,1.0,0.20754716981132076,-0.12244897959183673,1.05,1.5333333333333334,5.111111111111111,0.04,0.5,0.05,-0.02531645569620253,-0.02564102564102564,0.0,-0.10526315789473684,0.0,0.17647058823529413,-0.55,0.25,0.4666666666666667,0.5,-0.14285714285714285,-0.18518518518518517,0.0,-0.8333333333333334,0.09803921568627451,-0.07142857142857142,0.11428571428571428,-0.15151515151515152,2.0,0.07142857142857142,-0.10344827586206896,0.7428571428571429,0.0,-0.2608695652173913,0.0,-0.34615384615384615,-0.3870967741935484,1.0,-0.08163265306122448,1.0625,0.0,-0.6491228070175439,-0.7352941176470589,-0.18181818181818182,0.2682926829268293,-0.2,0.058823529411764705,0.0,0.0,0.09615384615384616,0.0,-0.6666666666666666,-0.2708333333333333,-0.5,-0.0847457627118644,-0.3409090909090909,0.0,1.4375,0.0,1.25,0.0,-0.14035087719298245,-0.0625,0.9166666666666666,-0.6666666666666666,0.0,0.0,0.25,0.6666666666666666,0.6666666666666666,0.34782608695652173,0.25,0.375,-0.36363636363636365,3.0,0.5263157894736842,0.20512820512820512,0.0,0.0,0.5102040816326531,6.5
10,0.5294117647058824,0.125,4.0,-0.7419354838709677,0.0625,-0.045454545454545456,4.875,3.0,-0.5142857142857142,-0.4888888888888889,-0.1,-1.0,0.6923076923076923,1.5,4.923076923076923,-0.5,-0.23809523809523808,0.015873015873015872,0.0,0.0,-0.32142857142857145,0.0,0.0,0.6875,0.6923076923076923,0.36363636363636365,1.5,-0.06976744186046512,0.1111111111111111,0.2222222222222222,0.09090909090909091,-0.18181818181818182,-0.6710526315789473,0.24074074074074073,0.2222222222222222,0.0,-1.0,0.3,0.25,-0.18,-0.1,-0.2916666666666667,2.0,1.3888888888888888,0.0,0.5,0.42857142857142855,0.0,0.030303030303030304,-0.3333333333333333,0.0,0.0,0.3333333333333333,0.375,-0.5555555555555556,0.0,-0.28,0.5454545454545454,0.08333333333333333,0.7894736842105263,0.2542372881355932,0.2641509433962264,0.6078431372549019,-0.1875,-0.1643835616438356,-0.09302325581395349,-0.1206896551724138,-0.2857142857142857,-0.5,-0.39215686274509803,1.0740740740740742,0.16071428571428573,-0.15217391304347827,-0.109375,1.0232558139534884,0.2682926829268293,-0.7894736842105263,0.6909090909090909,-0.5,-0.06666666666666667,0.8571428571428571,0.09090909090909091,0.6842105263157895,0.25806451612903225,0.3333333333333333,0.0,0.15,1.2222222222222223,3.3,0.13636363636363635,0.0,0.0,0.45454545454545453,0.7692307692307693,1.0,-0.07142857142857142,0.46153846153846156,0.20512820512820512,0.10714285714285714,-0.3333333333333333,0.13333333333333333,-0.38461538461538464,-0.16393442622950818,1.0,0.7058823529411765,-0.65625,0.0,1.263157894736842,49.0,0.2222222222222222,-0.7575757575757576,0.2222222222222222,0.65,2.888888888888889,-0.2222222222222222,0.21153846153846154,0.05,0.19444444444444445,2.5238095238095237,-0.32,0.22807017543859648,0.0,0.0,0.4,0.2857142857142857,-0.018518518518518517,0.7931034482758621,0.5,-0.1794871794871795,0.391304347826087,2.0,1.6363636363636365,0.6326530612244898,0.17777777777777778,-0.21739130434782608,5.8,-0.034482758620689655,3.05,0.23333333333333334,-0.2,-0.6,0.03225806451612903,1.0,-0.5454545454545454,0.0,-1.0,-0.3448275862068966,0.1702127659574468,-0.24,0.0,-0.40540540540540543,0.4
